Product Name,Unit Size,Unit Size,Unit Size,Unit Size,SKU,NPK,Cateogry,Type,Uses,Plant Type,Specific Plants,Dilution Rate,Rate Min mL / 100L,Rate Max mL / 100L,Rate Min g / plant,Rate Max  g / plant,Rate Min Rate g / L,Rate Max g / L,Rate Min g / m²,Rate Max g / m²,Rate g / 100 m²,Rate  Min kg / m³,Rate  Max kg / m³,Rate  Min kg / 100 m²,Rate  Max kg / 100 m²,Rate Min mL / 100 m²,Rate Max mL / 100 m²,Rate min kg  / Ha,Rate max kg / Ha,Rate min L / Ha,Rate max L / Ha, Watering Can Standard Min mL / 8L ,Watering Can Standard Max mL / 8L ,Watering Can Standard min mL / 9L ,Watering Can Standard max mL / 9L ,Watering Can Standard Min mL / 10L ,Watering Can Standard Max mL / 10L ,Watering Can Standard g / 10L ,Frequency,Buy now,Notes,Dilution Guide
Nature’s Soil Wetter – Granular Wetting Agent,1kg,4.5kg,20kg,,664,,Soil Amendmenet,Granular,"Lawns & turf, gardens & ornamentals, vegetables, fruit trees, crops & pasture, natives",Specialised Applications,Nitrogen Stabilisation,1:10,,,,,,,,,,,,,,,,,,,,,,,,,,,Add 10% Nature's soil wetter to nitrogen source i.e. 2kg per 20kg of Nitrogen,https://www.plantdoctor.com.au/Plant-Doctor-Natures-Soil-Wetter-Natural-GRANULAR-wetting-agent,"Improves soil water infiltration, retention and uniform distribution in hydrophobic, compacted or nutrient‑poor soils.
Suitable for lawns, gardens, potting mixes, crops, pastures, fruit trees, natives and landscape soil conditioning.
Can also be used for soil detoxification, microbe stimulation and sodium management.",No dilution; evenly broadcast on soil or top‑dress under mulch and irrigate light to activate.
Nature’s Soil Wetter – Granular Wetting Agent,1kg,4.5kg,20kg,,664,,Soil Amendmenet,Granular,"Lawns & turf, gardens & ornamentals, vegetables, fruit trees, crops & pasture, natives",Specialised Applications,Detoxification / Residues,,,,,,,,,,,,,1.5kg,2kg,,,,,,,,,,,,,,Apply every 3 months,https://www.plantdoctor.com.au/Plant-Doctor-Natures-Soil-Wetter-Natural-GRANULAR-wetting-agent,"Improves soil water infiltration, retention and uniform distribution in hydrophobic, compacted or nutrient‑poor soils.
Suitable for lawns, gardens, potting mixes, crops, pastures, fruit trees, natives and landscape soil conditioning.
Can also be used for soil detoxification, microbe stimulation and sodium management.",No dilution; evenly broadcast on soil or top‑dress under mulch and irrigate light to activate.
Nature’s Soil Wetter – Granular Wetting Agent,1kg,4.5kg,20kg,,664,,Soil Amendmenet,Granular,"Lawns & turf, gardens & ornamentals, vegetables, fruit trees, crops & pasture, natives",Specialised Applications,Correcting Soil pH (acid/alkaline),,,,,,,,,,,,,3kg,10kg,,,,,,,,,,,,,,Apply every 3 months,https://www.plantdoctor.com.au/Plant-Doctor-Natures-Soil-Wetter-Natural-GRANULAR-wetting-agent,"Improves soil water infiltration, retention and uniform distribution in hydrophobic, compacted or nutrient‑poor soils.
Suitable for lawns, gardens, potting mixes, crops, pastures, fruit trees, natives and landscape soil conditioning.
Can also be used for soil detoxification, microbe stimulation and sodium management.",No dilution; evenly broadcast on soil or top‑dress under mulch and irrigate light to activate.
Nature’s Soil Wetter Liquid – Super Concentrated,1L,4L,10L,,NSWL,,Soil Amendmenet,Liquid,"Lawns/turf, gardens & ornamentals, vegetables, fruit trees, natives, pots, broadacre soils and landscape sites (all plant types)",Grass,"Buffalo, Couch, Kikuyu, Zoysia",,,,,,,,,,,,,,,100mL,,,,,,,,,,,,,Apply every 2-4 weeks,https://www.plantdoctor.com.au/natures-soil-wetter-liquid-super-concentrated-plan,"Plant‑based wetting agent and soil conditioner that improves infiltration, water retention, and soil structure in dry or hydrophobic soils.
Safe for all plants including natives and edibles; compatible with most fertilisers (jar test recommended first).
Can be used as adjuvant with foliar/soil feeds to improve uptake and reduce water run‑off.",Dilute in water and spray evenly over soil/area; water in lightly after application to activate soil penetration. Tank or pump sprayer recommended for larger areas.
Nature’s Soil Wetter Liquid – Super Concentrated,1L,4L,10L,,NSWL,,Soil Amendmenet,Liquid,"Lawns/turf, gardens & ornamentals, vegetables, fruit trees, natives, pots, broadacre soils and landscape sites (all plant types)",Gardens,General,,,,,,,,,,,,,,,100mL,,,,,,,,,,,,,Apply every 2-4 weeks,https://www.plantdoctor.com.au/natures-soil-wetter-liquid-super-concentrated-plan,"Plant‑based wetting agent and soil conditioner that improves infiltration, water retention, and soil structure in dry or hydrophobic soils.
Safe for all plants including natives and edibles; compatible with most fertilisers (jar test recommended first).
Can be used as adjuvant with foliar/soil feeds to improve uptake and reduce water run‑off.",Dilute in water and spray evenly over soil/area; water in lightly after application to activate soil penetration. Tank or pump sprayer recommended for larger areas.
Nature’s Soil Wetter Liquid – Super Concentrated,1L,4L,10L,,NSWL,,Soil Amendmenet,Liquid,"Lawns/turf, gardens & ornamentals, vegetables, fruit trees, natives, pots, broadacre soils and landscape sites (all plant types)",Grass,Pasture/Turf,,,,,,,,,,,,,,,,,,,10L,,,,,,,,,Apply as needed,https://www.plantdoctor.com.au/natures-soil-wetter-liquid-super-concentrated-plan,"Plant‑based wetting agent and soil conditioner that improves infiltration, water retention, and soil structure in dry or hydrophobic soils.
Safe for all plants including natives and edibles; compatible with most fertilisers (jar test recommended first).
Can be used as adjuvant with foliar/soil feeds to improve uptake and reduce water run‑off.",Dilute in water and spray evenly over soil/area; water in lightly after application to activate soil penetration. Tank or pump sprayer recommended for larger areas.
Nature’s Soil Wetter Liquid – Super Concentrated,1L,4L,10L,,NSWL,,Soil Amendmenet,Liquid,"Lawns/turf, gardens & ornamentals, vegetables, fruit trees, natives, pots, broadacre soils and landscape sites (all plant types)",Grass,Golf Greens,,,,,,,,,,,,,,,100mL,,,,,,,,,,,,,Apply every 2-4 weeks,https://www.plantdoctor.com.au/natures-soil-wetter-liquid-super-concentrated-plan,"Plant‑based wetting agent and soil conditioner that improves infiltration, water retention, and soil structure in dry or hydrophobic soils.
Safe for all plants including natives and edibles; compatible with most fertilisers (jar test recommended first).
Can be used as adjuvant with foliar/soil feeds to improve uptake and reduce water run‑off.",Dilute in water and spray evenly over soil/area; water in lightly after application to activate soil penetration. Tank or pump sprayer recommended for larger areas.
Nature’s Soil Wetter Liquid – Super Concentrated,1L,4L,10L,,NSWL,,Soil Amendmenet,Liquid,"Lawns/turf, gardens & ornamentals, vegetables, fruit trees, natives, pots, broadacre soils and landscape sites (all plant types)",Grass,Fairways,,,,,,,,,,,,,,,50mL,75mL,,,,,,,,,,,,Apply monthly,https://www.plantdoctor.com.au/natures-soil-wetter-liquid-super-concentrated-plan,"Plant‑based wetting agent and soil conditioner that improves infiltration, water retention, and soil structure in dry or hydrophobic soils.
Safe for all plants including natives and edibles; compatible with most fertilisers (jar test recommended first).
Can be used as adjuvant with foliar/soil feeds to improve uptake and reduce water run‑off.",Dilute in water and spray evenly over soil/area; water in lightly after application to activate soil penetration. Tank or pump sprayer recommended for larger areas.
Nature’s Soil Wetter Liquid – Super Concentrated,1L,4L,10L,,NSWL,,Soil Amendmenet,Liquid,"Lawns/turf, gardens & ornamentals, vegetables, fruit trees, natives, pots, broadacre soils and landscape sites (all plant types)",Specialised Applications,Seed Treatment,,,,,,,,,,,,,,,,,,,,,,,,,,,,Soak seeds in 10mL per bucket of water overnight,https://www.plantdoctor.com.au/natures-soil-wetter-liquid-super-concentrated-plan,"Plant‑based wetting agent and soil conditioner that improves infiltration, water retention, and soil structure in dry or hydrophobic soils.
Safe for all plants including natives and edibles; compatible with most fertilisers (jar test recommended first).
Can be used as adjuvant with foliar/soil feeds to improve uptake and reduce water run‑off.",Dilute in water and spray evenly over soil/area; water in lightly after application to activate soil penetration. Tank or pump sprayer recommended for larger areas.
Nature’s Soil Wetter Liquid – Super Concentrated,1L,4L,10L,,NSWL,,Soil Amendmenet,Liquid,"Lawns/turf, gardens & ornamentals, vegetables, fruit trees, natives, pots, broadacre soils and landscape sites (all plant types)",Specialised Applications,Microbial Stimulation,,,,,,,,,,,,,,,,,,,20L,,,,,,,,,Apply every 8 weeks to enhance soil biology,https://www.plantdoctor.com.au/natures-soil-wetter-liquid-super-concentrated-plan,"Plant‑based wetting agent and soil conditioner that improves infiltration, water retention, and soil structure in dry or hydrophobic soils.
Safe for all plants including natives and edibles; compatible with most fertilisers (jar test recommended first).
Can be used as adjuvant with foliar/soil feeds to improve uptake and reduce water run‑off.",Dilute in water and spray evenly over soil/area; water in lightly after application to activate soil penetration. Tank or pump sprayer recommended for larger areas.
Nature’s Soil Wetter Liquid – Super Concentrated,1L,4L,10L,,NSWL,,Soil Amendmenet,Liquid,"Lawns/turf, gardens & ornamentals, vegetables, fruit trees, natives, pots, broadacre soils and landscape sites (all plant types)",Specialised Applications,Sodium Management,,,,,,,,,,,,,,,,,,,,,,,,,,,,Apply 1-2L every second irrigation for salt affected areas,https://www.plantdoctor.com.au/natures-soil-wetter-liquid-super-concentrated-plan,"Plant‑based wetting agent and soil conditioner that improves infiltration, water retention, and soil structure in dry or hydrophobic soils.
Safe for all plants including natives and edibles; compatible with most fertilisers (jar test recommended first).
Can be used as adjuvant with foliar/soil feeds to improve uptake and reduce water run‑off.",Dilute in water and spray evenly over soil/area; water in lightly after application to activate soil penetration. Tank or pump sprayer recommended for larger areas.
Nature’s Soil Wetter Liquid – Super Concentrated,1L,4L,10L,,NSWL,,Soil Amendmenet,Liquid,"Lawns/turf, gardens & ornamentals, vegetables, fruit trees, natives, pots, broadacre soils and landscape sites (all plant types)",Specialised Applications,Chemical Residue Detox,,,,,,,,,,,,,,,,,,,20L,,,,,,,,,Repeat 2 - 3 times to detox pesticide / herbicide load,https://www.plantdoctor.com.au/natures-soil-wetter-liquid-super-concentrated-plan,"Plant‑based wetting agent and soil conditioner that improves infiltration, water retention, and soil structure in dry or hydrophobic soils.
Safe for all plants including natives and edibles; compatible with most fertilisers (jar test recommended first).
Can be used as adjuvant with foliar/soil feeds to improve uptake and reduce water run‑off.",Dilute in water and spray evenly over soil/area; water in lightly after application to activate soil penetration. Tank or pump sprayer recommended for larger areas.
Nature’s Soil Wetter Liquid – Super Concentrated,1L,4L,10L,,NSWL,,Soil Amendmenet,Liquid,"Lawns/turf, gardens & ornamentals, vegetables, fruit trees, natives, pots, broadacre soils and landscape sites (all plant types)",Specialised Applications,Nitrogen Boosting,,,,,,,,,,,,,,,,,,,,,,,,,,,,Add 10% Nature’s Soil Wetter to nitrogen sources like urea or ammonium nitrate,https://www.plantdoctor.com.au/natures-soil-wetter-liquid-super-concentrated-plan,"Plant‑based wetting agent and soil conditioner that improves infiltration, water retention, and soil structure in dry or hydrophobic soils.
Safe for all plants including natives and edibles; compatible with most fertilisers (jar test recommended first).
Can be used as adjuvant with foliar/soil feeds to improve uptake and reduce water run‑off.",Dilute in water and spray evenly over soil/area; water in lightly after application to activate soil penetration. Tank or pump sprayer recommended for larger areas.
Nature’s Soil Wetter Liquid – Super Concentrated,1L,4L,10L,,NSWL,,Soil Amendmenet,Liquid,"Lawns/turf, gardens & ornamentals, vegetables, fruit trees, natives, pots, broadacre soils and landscape sites (all plant types)",Specialised Applications,Foliar Fertiliser Synergy,,,,,,,,,,,,,,,,,,,,,,,,,,,,Use as an adjuvant to improve foliar fertiliser uptake,https://www.plantdoctor.com.au/natures-soil-wetter-liquid-super-concentrated-plan,"Plant‑based wetting agent and soil conditioner that improves infiltration, water retention, and soil structure in dry or hydrophobic soils.
Safe for all plants including natives and edibles; compatible with most fertilisers (jar test recommended first).
Can be used as adjuvant with foliar/soil feeds to improve uptake and reduce water run‑off.",Dilute in water and spray evenly over soil/area; water in lightly after application to activate soil penetration. Tank or pump sprayer recommended for larger areas.
Humic Acid 80% (Humate) Powder – 99% Soluble,1kg,4.5kg,25kg,,526,,Soil Amendmenet,Powder,"Lawns/turf, gardens/ornamentals, vegetables, orchards & vineyards, broadacre crops, saline or problematic soils",Foliar,General,,,,,,,,8g,30g,,,,,,,,,,,,,,,,,,,Calculation is assuming typical water volume of 8-10L per 100 m².  Apply fortnightly. ,https://www.plantdoctor.com.au/plant-doctor-humic-acid-80-humate-powder-99-solubl,"Humic acid improves soil structure, nutrient uptake, microbial activity, and water retention.
Compatible with most fertilisers and crop inputs; always perform a jar test if mixing.
Effective for soil detoxification and enhancing fertiliser performance.","Mix powder fully in water; apply as foliar spray or soil drench, or add to fertigation/irrigation. Ensure complete dissolution before spraying."
Humic Acid 80% (Humate) Powder – 99% Soluble,1kg,4.5kg,25kg,,526,,Soil Amendmenet,Powder,"Lawns/turf, gardens/ornamentals, vegetables, orchards & vineyards, broadacre crops, saline or problematic soils",Soil / Fertigation,General,,,,,,,,50g,100g,,,,,,,,,,,,,,,,,,,Calculation is assuming typical water volume of 10L per 100 m².  Apply fortnightly. ,https://www.plantdoctor.com.au/plant-doctor-humic-acid-80-humate-powder-99-solubl,"Humic acid improves soil structure, nutrient uptake, microbial activity, and water retention.
Compatible with most fertilisers and crop inputs; always perform a jar test if mixing.
Effective for soil detoxification and enhancing fertiliser performance.","Mix powder fully in water; apply as foliar spray or soil drench, or add to fertigation/irrigation. Ensure complete dissolution before spraying."
Humic Acid 80% (Humate) Powder – 99% Soluble,1kg,4.5kg,25kg,,526,,Soil Amendmenet,Powder,"Lawns/turf, gardens/ornamentals, vegetables, orchards & vineyards, broadacre crops, saline or problematic soils",Specialised Applications,Salt Problems,,,,,,,,10g,30g,,,,,,,,,,,,,,,,,,,Calculation is assuming typical water volume of 10L per 100 m².  Apply fortnightly. ,https://www.plantdoctor.com.au/plant-doctor-humic-acid-80-humate-powder-99-solubl,"Humic acid improves soil structure, nutrient uptake, microbial activity, and water retention.
Compatible with most fertilisers and crop inputs; always perform a jar test if mixing.
Effective for soil detoxification and enhancing fertiliser performance.","Mix powder fully in water; apply as foliar spray or soil drench, or add to fertigation/irrigation. Ensure complete dissolution before spraying."
Humic Acid 80% (Humate) Powder – 99% Soluble,1kg,4.5kg,25kg,,526,,Soil Amendmenet,Powder,"Lawns/turf, gardens/ornamentals, vegetables, orchards & vineyards, broadacre crops, saline or problematic soils",Home Garden,General,,,,,,,,,,,,,,,,,,,,,,,,,10g,30g,,Apply weekly.  ,https://www.plantdoctor.com.au/plant-doctor-humic-acid-80-humate-powder-99-solubl,"Humic acid improves soil structure, nutrient uptake, microbial activity, and water retention.
Compatible with most fertilisers and crop inputs; always perform a jar test if mixing.
Effective for soil detoxification and enhancing fertiliser performance.","Mix powder fully in water; apply as foliar spray or soil drench, or add to fertigation/irrigation. Ensure complete dissolution before spraying."
Humic Acid 80% (Humate) Powder – 99% Soluble,1kg,4.5kg,25kg,,526,,Soil Amendmenet,Powder,"Lawns/turf, gardens/ornamentals, vegetables, orchards & vineyards, broadacre crops, saline or problematic soils",Home Garden,New Plants,,,,,,20g,,,,,,,,,,,,,,,,,,,,,, Apply weekly. ,https://www.plantdoctor.com.au/plant-doctor-humic-acid-80-humate-powder-99-solubl,"Humic acid improves soil structure, nutrient uptake, microbial activity, and water retention.
Compatible with most fertilisers and crop inputs; always perform a jar test if mixing.
Effective for soil detoxification and enhancing fertiliser performance.","Mix powder fully in water; apply as foliar spray or soil drench, or add to fertigation/irrigation. Ensure complete dissolution before spraying."
Quantum H Premium Humic Acid Solution,1L,4L,10L,,29800,,Soil Amendmenet,Liquid,"Lawns/turf, gardens & ornamentals, vegetables, orchards & vineyards, pastures, broadacre crops, irrigation systems",General,,,,,,,,,,,,,,,,100mL,,,,,,,,,,,,,Apply fortnightly or as required,https://www.plantdoctor.com.au/quantum-h-premium-humic-acid-solution,"Quantum H is a liquid humic and fulvic acid soil conditioner that improves soil structure, nutrient availability, water retention, and microbial activity.
Not compatible with iron‑based products — apply separately.
Suitable for irrigation systems (sprinkler/drip) with small applications integrated per irrigation.","Dilute in water and spray or drench soil; mix well before use, minimum 1:20 dilution with water. Suitable for soil drench, fertigation, sprinkler, or irrigation."
Quantum H Premium Humic Acid Solution,1L,4L,10L,,29800,,Soil Amendmenet,Liquid,"Lawns/turf, gardens & ornamentals, vegetables, orchards & vineyards, pastures, broadacre crops, irrigation systems",Broadacre Crops,General,,,,,,,,,,,,,,,,,,,6L,10L,,,,,,,,"Calculation based on enough water to provide thorough coverage or 1000 litres of water, reapplying 2-6 times during the growing season. It may be water run, side dressed, mixed with soil applied with liquid nutrients or sprayed directly on the soil.",https://www.plantdoctor.com.au/quantum-h-premium-humic-acid-solution,"Quantum H is a liquid humic and fulvic acid soil conditioner that improves soil structure, nutrient availability, water retention, and microbial activity.
Not compatible with iron‑based products — apply separately.
Suitable for irrigation systems (sprinkler/drip) with small applications integrated per irrigation.","Dilute in water and spray or drench soil; mix well before use, minimum 1:20 dilution with water. Suitable for soil drench, fertigation, sprinkler, or irrigation."
Quantum H Premium Humic Acid Solution,1L,4L,10L,,29800,,Soil Amendmenet,Liquid,"Lawns/turf, gardens & ornamentals, vegetables, orchards & vineyards, pastures, broadacre crops, irrigation systems",Broadacre Crops,Added with nutrients,,,,,,,,,,,,,,,,,,,2L,4L,,,,,,,,Add 2-4 litres of Quantum H per Hectare mixed with the liquid nutrients. Add to a partially filled tank. Include with every application.,https://www.plantdoctor.com.au/quantum-h-premium-humic-acid-solution,"Quantum H is a liquid humic and fulvic acid soil conditioner that improves soil structure, nutrient availability, water retention, and microbial activity.
Not compatible with iron‑based products — apply separately.
Suitable for irrigation systems (sprinkler/drip) with small applications integrated per irrigation.","Dilute in water and spray or drench soil; mix well before use, minimum 1:20 dilution with water. Suitable for soil drench, fertigation, sprinkler, or irrigation."
Quantum H Premium Humic Acid Solution,1L,4L,10L,,29800,,Soil Amendmenet,Liquid,"Lawns/turf, gardens & ornamentals, vegetables, orchards & vineyards, pastures, broadacre crops, irrigation systems",Sprinkler or Drip Irrigation,General,,,,,,,,,,,,,,,,,,,,,,,,,,,,Smaller amounts may be applied in every irrigation instead of only one application. Not corrosive to pipes or nozzles and will not plug them.,https://www.plantdoctor.com.au/quantum-h-premium-humic-acid-solution,"Quantum H is a liquid humic and fulvic acid soil conditioner that improves soil structure, nutrient availability, water retention, and microbial activity.
Not compatible with iron‑based products — apply separately.
Suitable for irrigation systems (sprinkler/drip) with small applications integrated per irrigation.","Dilute in water and spray or drench soil; mix well before use, minimum 1:20 dilution with water. Suitable for soil drench, fertigation, sprinkler, or irrigation."
Quantum H Premium Humic Acid Solution,1L,4L,10L,,29800,,Soil Amendmenet,Liquid,"Lawns/turf, gardens & ornamentals, vegetables, orchards & vineyards, pastures, broadacre crops, irrigation systems",Transplanting or Cutting,General,1:20,,,,,,,,,,,,,,,,,,,,,,,,,,,"Mix 4 litres of Quantum H per 750 litres of solution.
Mix well before use – Dilute in at least 1:20 in water.",https://www.plantdoctor.com.au/quantum-h-premium-humic-acid-solution,"Quantum H is a liquid humic and fulvic acid soil conditioner that improves soil structure, nutrient availability, water retention, and microbial activity.
Not compatible with iron‑based products — apply separately.
Suitable for irrigation systems (sprinkler/drip) with small applications integrated per irrigation.","Dilute in water and spray or drench soil; mix well before use, minimum 1:20 dilution with water. Suitable for soil drench, fertigation, sprinkler, or irrigation."
Quantum H Premium Humic Acid Solution,1L,4L,10L,,29800,,Soil Amendmenet,Liquid,"Lawns/turf, gardens & ornamentals, vegetables, orchards & vineyards, pastures, broadacre crops, irrigation systems",Fertigation,Vegetables,,,,,,,,,,,,,,,,,,,6L,10L,,,,,,,,Apply every 2 weeks or as required,https://www.plantdoctor.com.au/quantum-h-premium-humic-acid-solution,"Quantum H is a liquid humic and fulvic acid soil conditioner that improves soil structure, nutrient availability, water retention, and microbial activity.
Not compatible with iron‑based products — apply separately.
Suitable for irrigation systems (sprinkler/drip) with small applications integrated per irrigation.","Dilute in water and spray or drench soil; mix well before use, minimum 1:20 dilution with water. Suitable for soil drench, fertigation, sprinkler, or irrigation."
Quantum H Premium Humic Acid Solution,1L,4L,10L,,29800,,Soil Amendmenet,Liquid,"Lawns/turf, gardens & ornamentals, vegetables, orchards & vineyards, pastures, broadacre crops, irrigation systems",Fertigation,"Orchards, Vinyeards, Ornamentals & Turf",,,,,,,,,,,,,,,,,,,6L,10L,,,,,,,,Apply every 4 weeks or as required,https://www.plantdoctor.com.au/quantum-h-premium-humic-acid-solution,"Quantum H is a liquid humic and fulvic acid soil conditioner that improves soil structure, nutrient availability, water retention, and microbial activity.
Not compatible with iron‑based products — apply separately.
Suitable for irrigation systems (sprinkler/drip) with small applications integrated per irrigation.","Dilute in water and spray or drench soil; mix well before use, minimum 1:20 dilution with water. Suitable for soil drench, fertigation, sprinkler, or irrigation."
Quantum H Premium Humic Acid Solution,1L,4L,10L,,29800,,Soil Amendmenet,Liquid,"Lawns/turf, gardens & ornamentals, vegetables, orchards & vineyards, pastures, broadacre crops, irrigation systems",Agricultural Specific,Vegetables,,,,,,,,,,,,,,,600mL,,,,,3.5L,,,,,,,,Calculation based on 100L water spray volume. Apply every 2 weeks or as required,https://www.plantdoctor.com.au/quantum-h-premium-humic-acid-solution,"Quantum H is a liquid humic and fulvic acid soil conditioner that improves soil structure, nutrient availability, water retention, and microbial activity.
Not compatible with iron‑based products — apply separately.
Suitable for irrigation systems (sprinkler/drip) with small applications integrated per irrigation.","Dilute in water and spray or drench soil; mix well before use, minimum 1:20 dilution with water. Suitable for soil drench, fertigation, sprinkler, or irrigation."
Quantum H Premium Humic Acid Solution,1L,4L,10L,,29800,,Soil Amendmenet,Liquid,"Lawns/turf, gardens & ornamentals, vegetables, orchards & vineyards, pastures, broadacre crops, irrigation systems",Agricultural Specific,Orchards / Vineyards,,,,,,,,,,,,,,,600mL,,,,,5L,,,,,,,,Calcualtion based on 100L water spray volume. Apply every 4 weeks or as required,https://www.plantdoctor.com.au/quantum-h-premium-humic-acid-solution,"Quantum H is a liquid humic and fulvic acid soil conditioner that improves soil structure, nutrient availability, water retention, and microbial activity.
Not compatible with iron‑based products — apply separately.
Suitable for irrigation systems (sprinkler/drip) with small applications integrated per irrigation.","Dilute in water and spray or drench soil; mix well before use, minimum 1:20 dilution with water. Suitable for soil drench, fertigation, sprinkler, or irrigation."
Quantum H Premium Humic Acid Solution,1L,4L,10L,,29800,,Soil Amendmenet,Liquid,"Lawns/turf, gardens & ornamentals, vegetables, orchards & vineyards, pastures, broadacre crops, irrigation systems",Agricultural Specific,Ornamentals & Turf,,,,,,,,,,,,,,,600mL,,,,,3.5L,,,,,,,,Calculation based on 100L water spray volume. Apply every 4 weeks or as required,https://www.plantdoctor.com.au/quantum-h-premium-humic-acid-solution,"Quantum H is a liquid humic and fulvic acid soil conditioner that improves soil structure, nutrient availability, water retention, and microbial activity.
Not compatible with iron‑based products — apply separately.
Suitable for irrigation systems (sprinkler/drip) with small applications integrated per irrigation.","Dilute in water and spray or drench soil; mix well before use, minimum 1:20 dilution with water. Suitable for soil drench, fertigation, sprinkler, or irrigation."
Quantum H Premium Humic Acid Solution,1L,4L,10L,,29800,,Soil Amendmenet,Liquid,"Lawns/turf, gardens & ornamentals, vegetables, orchards & vineyards, pastures, broadacre crops, irrigation systems",Agricultural Specific,Pasture,,,,,,,,,,,,,,,10mL,30mL,,,1L,3L,,,,,,,,Calculation based on 60-100L water spray volume. Apply every 4 weeks or as required,https://www.plantdoctor.com.au/quantum-h-premium-humic-acid-solution,"Quantum H is a liquid humic and fulvic acid soil conditioner that improves soil structure, nutrient availability, water retention, and microbial activity.
Not compatible with iron‑based products — apply separately.
Suitable for irrigation systems (sprinkler/drip) with small applications integrated per irrigation.","Dilute in water and spray or drench soil; mix well before use, minimum 1:20 dilution with water. Suitable for soil drench, fertigation, sprinkler, or irrigation."
Quantum H Premium Humic Acid Solution,1L,4L,10L,,29800,,Soil Amendmenet,Liquid,"Lawns/turf, gardens & ornamentals, vegetables, orchards & vineyards, pastures, broadacre crops, irrigation systems",Agricultural Specific,Broadcare Crops,,,,,,,,,,,,,,,6mL,20mL,,,0.6L,2L,,,,,,,,Calculation based on 60-100L water spray volume depending on canopy closure. Apply as required.,https://www.plantdoctor.com.au/quantum-h-premium-humic-acid-solution,"Quantum H is a liquid humic and fulvic acid soil conditioner that improves soil structure, nutrient availability, water retention, and microbial activity.
Not compatible with iron‑based products — apply separately.
Suitable for irrigation systems (sprinkler/drip) with small applications integrated per irrigation.","Dilute in water and spray or drench soil; mix well before use, minimum 1:20 dilution with water. Suitable for soil drench, fertigation, sprinkler, or irrigation."
Quantum H Premium Humic Acid Solution,1L,4L,10L,,29800,,Soil Amendmenet,Liquid,"Lawns/turf, gardens & ornamentals, vegetables, orchards & vineyards, pastures, broadacre crops, irrigation systems",Agricultural Specific,Spot Spraying,,,,,,,,,,,,,,,,,,,,,,,,,35mL,,,Apply as requried. ,https://www.plantdoctor.com.au/quantum-h-premium-humic-acid-solution,"Quantum H is a liquid humic and fulvic acid soil conditioner that improves soil structure, nutrient availability, water retention, and microbial activity.
Not compatible with iron‑based products — apply separately.
Suitable for irrigation systems (sprinkler/drip) with small applications integrated per irrigation.","Dilute in water and spray or drench soil; mix well before use, minimum 1:20 dilution with water. Suitable for soil drench, fertigation, sprinkler, or irrigation."
Rescue Remedy – Soluble Seaweed (Kelp) Powder/Flakes,500g,4.5kg,20kg,,29782,,Soil Amendmenet,Powder,"Lawns/turf, gardens, vegetables, ornamentals, orchards/vineyards, broadacre crops & pasture",General,General,,,,,,,,,,10g,,,,,,,,,,,,,,,,,10g,Apply fortnightly or as required,https://www.plantdoctor.com.au/rescue-remedy-soluble-seaweed-kelp-powder-flakes-a,"Premium Ascophyllum nodosum seaweed bio‑stimulant packed with natural hormones, trace elements, amino acids, and carbohydrates to improve root growth, stress resilience and plant vigour.
Works via foliar spray or irrigation/fertigation and suitable for lawns, gardens, orchard crops and broadacre use.","Dissolve fully in water before applying; apply as foliar spray, soil drench, or via irrigation/fertigation"
Rescue Remedy – Soluble Seaweed (Kelp) Powder/Flakes,500g,4.5kg,20kg,,29782,,Soil Amendmenet,Powder,"Lawns/turf, gardens, vegetables, ornamentals, orchards/vineyards, broadacre crops & pasture",Foliar,Vegetables,,,,,,,,,,10g,,,,,,,,0.25kg,,,,,,,,,,Calculation based on 10L water  spray volume. Apply every 1-2 weeks until flowering,https://www.plantdoctor.com.au/rescue-remedy-soluble-seaweed-kelp-powder-flakes-a,"Premium Ascophyllum nodosum seaweed bio‑stimulant packed with natural hormones, trace elements, amino acids, and carbohydrates to improve root growth, stress resilience and plant vigour.
Works via foliar spray or irrigation/fertigation and suitable for lawns, gardens, orchard crops and broadacre use.","Dissolve fully in water before applying; apply as foliar spray, soil drench, or via irrigation/fertigation"
Rescue Remedy – Soluble Seaweed (Kelp) Powder/Flakes,500g,4.5kg,20kg,,29782,,Soil Amendmenet,Powder,"Lawns/turf, gardens, vegetables, ornamentals, orchards/vineyards, broadacre crops & pasture",Fertigation,Vegetables,,,,,,,,,,,,,,,,,,1kg,,,,,,,,,,Calculation based on 10L water  spray volume. Apply every 1-2 weeks until flowering,https://www.plantdoctor.com.au/rescue-remedy-soluble-seaweed-kelp-powder-flakes-a,"Premium Ascophyllum nodosum seaweed bio‑stimulant packed with natural hormones, trace elements, amino acids, and carbohydrates to improve root growth, stress resilience and plant vigour.
Works via foliar spray or irrigation/fertigation and suitable for lawns, gardens, orchard crops and broadacre use.","Dissolve fully in water before applying; apply as foliar spray, soil drench, or via irrigation/fertigation"
